Date,Hour,Load,Temp,Day,Time
30,4,5.5,27.9,Weekend,Night
30,5,5.4375,27.9,Weekend,Day
30,6,6.875,27.9,Weekend,Day
30,7,8.5,27.9,Weekend,Day
30,8,3.8125,27.9,Weekend,Day
30,9,3.375,28.8,Weekend,Day
30,10,6.25,29.7,Weekend,Day
30,11,2.9375,31.6,Weekend,Day
30,12,0.3125,32.5,Weekend,Day
30,13,1.9375,32.5,Weekend,Day
30,14,2.75,33.4,Weekend,Day
30,15,8.3125,33.4,Weekend,Day
30,16,13.125,33.4,Weekend,Day
30,17,12.25,33.4,Weekend,Day
30,18,12,32.5,Weekend,Night
30,19,13.9375,31.6,Weekend,Night
30,20,11.4375,29.7,Weekend,Night
30,21,9.75,29.7,Weekend,Night
30,22,9.375,29.7,Weekend,Night
30,23,8.75,28.8,Weekend,Night
30,24,9.75,28.8,Weekend,Night
